sampleName,nCount_RNA,nFeature_RNA,percent.mt
WT_0h,6329,3020,0.537209669774056
WT_0h,4877,2467,0.410088168956326
WT_0h,2933,1828,0.340947834981248
WT_0h,2395,1488,0.208768267223382
WT_0h,2319,1584,0.819318671841311
WT_0h,6743,3039,0.0741509713777251
WT_0h,6432,2929,0.15547263681592
WT_0h,3520,2097,0.198863636363636
WT_0h,4311,2103,0.185571793087451
WT_0h,6131,3024,0.22834774098842
WT_0h,10552,4168,1.10879454131918
WT_0h,5467,2601,0.0731662703493689
WT_0h,5829,2780,0.0857780065191285
WT_0h,5380,2587,0.148698884758364
WT_0h,2622,1503,0.1906941266209
WT_0h,1973,1352,0.760263558033452
WT_0h,7305,3663,0.670773442847365
WT_0h,6608,2960,0.196731234866828
WT_0h,1268,964,0.157728706624606
WT_0h,4534,2403,0.0882223202470225
WT_0h,1437,1025,0.626304801670146
WT_0h,5301,2469,0.0188643652141105
WT_0h,4568,2272,0.109457092819615
WT_0h,4456,2163,0.0897666068222621
WT_0h,6268,2715,0.0638162093171666
WT_0h,5172,2835,0.328692962103635
WT_0h,1797,1323,0.834724540901502
WT_0h,2783,1739,0.251527128997485
WT_0h,3808,2150,0.157563025210084
WT_0h,3959,2398,0.53043697903511
WT_0h,380,215,0.526315789473684
WT_0h,3211,1831,0.186857676736219
WT_0h,4603,2411,0.0651748859439496
WT_0h,4739,2431,0.274319476682845
WT_0h,5543,2770,0.108244632870287
WT_0h,4804,2775,1.1240632805995
WT_0h,878,576,0.569476082004556
WT_0h,5571,2507,0.089750493627715
WT_0h,5150,2800,0.233009708737864
WT_0h,3862,2360,0.103573278094252
WT_0h,1682,1061,0.237812128418549
WT_0h,4522,2431,0.309597523219814
WT_0h,10129,4164,0.167834929410603
WT_0h,918,681,1.19825708061002
WT_0h,3914,2130,0.0766479305058763
WT_0h,5996,2898,0.350233488992662
WT_0h,3238,1774,0.277949351451513
WT_0h,3798,2070,0.737230121116377
WT_0h,4732,2388,0.211327134404058
WT_0h,25868,7010,1.49992268439771
WT_0h,2945,1775,0.509337860780985
WT_0h,4996,2573,0.400320256204964
WT_0h,3372,2017,0.118623962040332
WT_0h,4694,2479,0.127822752449936
WT_0h,6255,2781,0.0639488409272582
WT_0h,4059,2047,0.0492732200049273
WT_0h,2880,1726,0.138888888888889
WT_0h,2211,1402,0.316598824061511
WT_0h,5640,2709,0.195035460992908
WT_0h,10887,4700,0.275558004960044
WT_0h,6916,3134,0.173510699826489
WT_0h,4807,2529,0.0624089868941127
WT_0h,414,264,0.483091787439614
WT_0h,5027,2247,0.139248060473443
WT_0h,5385,2647,0.0185701021355617
WT_0h,4759,2528,0.105064089094348
WT_0h,4170,2404,0.119904076738609
WT_0h,4112,2221,0.194552529182879
WT_0h,4530,2371,0.507726269315673
WT_0h,6032,2873,0.0828912466843501
WT_0h,2677,1607,0.0373552484124019
WT_0h,2249,1517,0.666963094708759
WT_0h,8157,3702,0.0858158636753708
WT_0h,4241,2184,0.141476066965338
WT_0h,4250,2251,0.235294117647059
WT_0h,1012,746,0.592885375494071
WT_0h,4971,2717,1.24723395695031
WT_0h,4321,2425,1.34228187919463
WT_0h,3297,2078,0.545950864422202
WT_0h,17532,5669,0.26237736710016
WT_0h,8258,3645,0.799224993945265
WT_0h,3209,1873,0.342785914615145
WT_0h,4003,2358,0.224831376467649
WT_0h,9467,4026,0.4964613922045
WT_0h,28418,7182,2.65676683791963
WT_0h,12908,4516,0.139448404090487
WT_0h,6592,2904,0.0910194174757282
WT_0h,5096,2759,0.0588697017268446
WT_0h,5862,2606,0.784715114295462
WT_0h,5531,2662,0.0361598264328331
WT_0h,3371,1762,0.0593295757935331
WT_0h,4156,2355,0.168431183830606
WT_0h,6193,3125,0.452123365089617
WT_0h,6384,2887,0.0156641604010025
WT_0h,418,230,0
WT_0h,6457,3388,0.340715502555366
WT_0h,2991,1814,0.568371782012705
WT_0h,7028,3513,0.0853727945361411
WT_0h,4883,2356,0.327667417571165
WT_0h,2674,1675,0.336574420344054
WT_0h,3454,1980,0.434279096699479
WT_0h,764,651,1.04712041884817
WT_0h,4827,2376,0.600787238450383
WT_0h,5620,2638,0.124555160142349
WT_0h,5020,2419,0.0796812749003984
WT_0h,2555,1723,0.156555772994129
WT_0h,5941,2713,0.185154014475678
WT_0h,3812,2137,0.550891920251836
WT_0h,5342,2478,0.20591538749532
WT_0h,1650,1149,0.181818181818182
WT_0h,3395,1943,0.176730486008837
WT_0h,5763,2796,0.173520735727919
WT_0h,4221,2389,0.45013030087657
WT_0h,15395,5214,0.266320233842157
WT_0h,3026,1766,0.23132848645076
WT_0h,3442,1905,0.116211504938989
WT_0h,4074,2261,0.196367206676485
WT_0h,4264,2359,0.609756097560976
WT_0h,4140,2114,0.265700483091787
WT_0h,1613,1193,1.54990700557967
WT_0h,8053,3427,0.42220290574941
WT_0h,7616,3422,0.078781512605042
WT_0h,4610,2241,0.0867678958785249
WT_0h,4329,2415,1.33980133980134
WT_0h,4569,2263,0.109433136353688
WT_0h,4135,2238,0
WT_0h,5888,2573,0.0849184782608696
WT_0h,4210,2268,0.213776722090261
WT_0h,3565,2028,0.140252454417952
WT_0h,7633,3383,0.275121184331193
WT_0h,4911,2566,0.0610873549175321
WT_0h,3718,2015,0.0537923614846692
WT_0h,3712,1987,0.107758620689655
WT_0h,2936,1835,0.953678474114441
WT_0h,4137,2393,0.362581580855693
WT_0h,6763,2810,0.28094041106018
WT_0h,6868,3271,0.087361677344205
WT_0h,5185,2620,0.655737704918033
WT_0h,5327,2686,0.544396470809086
WT_0h,2966,1750,0.202292650033715
WT_0h,8959,3458,0.167429400602746
WT_0h,3985,2141,0.0752823086574655
WT_0h,4458,2440,0.336473755047106
WT_0h,3738,2033,0.0267522739432852
WT_0h,3752,2120,0.0266524520255864
WT_0h,3621,1966,0.193316763325048
WT_0h,12400,4795,1.32258064516129
WT_0h,4986,2494,0.0200561572402728
WT_0h,2846,1783,0.175685172171469
WT_0h,8421,3468,0.106875667972925
WT_0h,6604,3084,0.0302846759539673
WT_0h,4469,2367,0.939807563213247
WT_0h,4761,2353,0.126023944549464
WT_0h,7708,3296,0.129735339906591
WT_0h,4895,2428,0.0408580183861083
WT_0h,588,335,0.340136054421769
WT_0h,4255,2367,0.0705052878965922
WT_0h,3389,1997,0.472115668338743
WT_0h,4777,2478,0.0837345614402345
WT_0h,3762,2065,0.159489633173844
WT_0h,690,435,3.76811594202899
WT_0h,3893,2228,0.976110968404829
WT_0h,3298,1983,0.0909642207398423
WT_0h,2771,1641,1.01046553590761
WT_0h,3145,1927,0.254372019077901
WT_0h,3923,2273,0.433341830231965
WT_0h,4150,2252,0.120481927710843
WT_0h,5997,2869,0.100050025012506
WT_0h,9813,4122,0.397431977988383
WT_0h,10282,4216,1.90624392141607
WT_0h,14410,5372,2.03331020124913
WT_0h,3150,1853,0.0317460317460317
WT_0h,19511,5963,0.779047716672646
WT_0h,4127,2250,0.266537436394475
WT_0h,3340,2015,0.239520958083832
WT_0h,2822,1794,0.248051027639972
WT_0h,2938,1833,0.272294077603812
WT_0h,4062,2007,0.0738552437223043
WT_0h,3325,1916,0.240601503759398
WT_0h,4662,2540,0.214500214500214
WT_0h,3474,2036,0.287852619458837
WT_0h,4384,2363,0.182481751824818
WT_0h,1357,953,0.221075902726603
WT_0h,5620,2462,0.106761565836299
WT_0h,6974,3076,0.0430169199885288
WT_0h,329,242,4.25531914893617
WT_0h,1631,1212,0.183936235438381
WT_0h,3442,1928,0.697269029633934
WT_0h,5661,3071,0.035329447094153
WT_0h,1899,1403,0.579252238020011
WT_0h,3574,1916,0.0559597090095132
WT_0h,3282,1850,0.0304692260816575
WT_0h,2558,1535,0.117279124315872
WT_0h,3508,2127,1.6248574686431
WT_0h,5152,2326,0.0970496894409938
WT_0h,4190,2194,0.0715990453460621
WT_0h,4402,2270,0.113584734211722
WT_0h,5484,2630,0.109409190371991
WT_0h,6311,2970,0.411979084138805
WT_0h,3769,2296,0.106128946670204
WT_0h,3829,2059,0.287281274484199
WT_0h,3154,1833,0.0951173113506658
WT_0h,4074,2071,0.147275405007364
WT_0h,3902,2055,0.307534597642235
WT_0h,7259,3169,0.0826560132249621
WT_0h,4224,2280,0.0710227272727273
WT_0h,2546,1569,1.84603299293009
WT_0h,924,769,0.324675324675325
WT_0h,2565,1675,0.155945419103314
WT_0h,4051,2257,0.0740557886941496
WT_0h,6398,2974,0.312597686777118
WT_0h,433,393,0.46189376443418
WT_0h,3609,2176,1.41313383208645
WT_0h,10690,4270,0.10289990645463
WT_0h,4586,2511,0.28347143480157
WT_0h,5596,2853,0.196568977841315
WT_0h,3196,1878,0.406758448060075
WT_0h,6483,3013,0.2313743637205
WT_0h,5836,2869,0.154215215901302
WT_0h,5492,2738,0.382374362709396
WT_0h,5799,2855,0.103466114847387
WT_0h,771,374,0
WT_0h,5730,2898,0.349040139616056
WT_0h,6373,2801,0.282441550290287
WT_0h,3271,1821,0.030571690614491
WT_0h,2262,1480,0.397877984084881
WT_0h,3341,2109,0.389105058365759
WT_0h,5240,2724,0.286259541984733
WT_0h,7068,3313,0.311262026032824
WT_0h,3201,2008,0.218681661980631
WT_0h,4598,2426,0.434971726837756
WT_0h,3562,2173,0.112296462661426
WT_0h,4847,2467,0.144419228388694
WT_0h,12026,4485,0.2827207716614
WT_0h,3222,1879,0.124146492861577
WT_0h,5453,2482,0.128369704749679
WT_0h,4211,2427,0.166231298978865
WT_0h,12042,4753,0.174389636273044
WT_0h,6430,2816,0.202177293934681
WT_0h,3674,2012,0.0272182906913446
WT_0h,2815,1676,0.390763765541741
WT_0h,3736,2279,0.107066381156317
WT_0h,6065,2857,0.494641384995878
WT_0h,3987,2132,0
WT_0h,2413,1620,0.621632822213013
WT_0h,3086,1922,0.16202203499676
WT_0h,3036,1948,0.428194993412385
WT_0h,3281,1920,0.396220664431576
WT_0h,5327,2748,0.375445841937301
WT_0h,5791,2744,0.189949922293214
WT_0h,4682,2667,0.192225544639043
WT_0h,3943,2183,0.228252599543495
WT_0h,4386,2188,0.136798905608755
WT_0h,3338,1911,0.239664469742361
WT_0h,7797,3446,0.436065153264076
WT_0h,3306,1900,0.272232304900181
WT_0h,2904,1893,0.516528925619835
WT_0h,3406,1960,0.0587199060481503
WT_0h,3681,2008,0
WT_0h,5652,2641,0.141542816702052
WT_0h,5927,2907,0.050615825881559
WT_0h,7501,3469,0.546593787495001
WT_0h,4415,2191,0.0906002265005662
WT_0h,3536,2015,0.452488687782805
WT_0h,3591,2238,0.417710944026733
WT_0h,8025,3922,0.411214953271028
WT_0h,3984,1908,0.100401606425703
WT_0h,5671,2479,0.370305060835831
WT_0h,6215,2907,0
WT_0h,3661,2025,0.546298825457525
WT_0h,10365,4158,0.183309213699952
WT_0h,7828,2948,0.383239652529382
WT_0h,2952,1807,0.372628726287263
WT_0h,7361,3082,0.0407553321559571
WT_0h,3872,2165,0.232438016528926
WT_0h,895,639,0.558659217877095
WT_0h,4620,2446,0.108225108225108
WT_0h,4016,2122,0.124501992031873
WT_0h,7017,3111,0.698304118569189
WT_0h,3924,2166,0.382262996941896
WT_0h,5375,2663,0.0558139534883721
WT_0h,4073,2023,0
WT_0h,4193,2039,0
WT_0h,3644,1976,0.246981339187706
WT_0h,2801,1807,1.67797215280257
WT_0h,1874,1384,0.0533617929562433
WT_0h,4304,2189,0.464684014869888
WT_0h,3091,1830,0.420575865415723
WT_0h,4005,2038,0.224719101123596
WT_0h,3307,1902,0.151194436044754
WT_0h,4626,2542,0.172935581495893
WT_0h,4919,2766,0.20329335230738
WT_0h,5889,2612,0.0849040584139922
WT_0h,7232,3242,0.262721238938053
WT_0h,4900,2455,0.224489795918367
WT_0h,7684,3261,0.351379489849037
WT_0h,2658,1552,0.338600451467269
WT_0h,3306,1950,0.0302480338777979
WT_0h,993,736,1.3091641490433
WT_0h,4731,2443,0.274783343901923
WT_0h,7285,3405,0.63143445435827
WT_0h,5685,2905,0.105540897097625
WT_0h,5000,2573,0.1
WT_0h,2983,1863,0.0335232986925914
WT_0h,3153,1898,0.348874088169997
WT_0h,4645,2308,0.38751345532831
WT_0h,2620,1694,0.114503816793893
WT_0h,6599,3334,2.43976360054554
WT_0h,5030,2663,0.0198807157057654
WT_0h,3137,1785,0.255020720433535
WT_0h,5967,2966,0.217864923747277
WT_0h,4503,2246,0.0444148345547413
WT_0h,3242,1816,0.0616903146206046
WT_0h,4529,2220,0.0883197173769044
WT_0h,4859,2395,0.267544762296769
WT_0h,12246,4659,0.2286460885187
WT_0h,3217,1880,0.0621697233447311
WT_0h,7946,3603,0.276868864837654
WT_0h,5666,2608,0.300035298270385
WT_0h,5160,2625,0.465116279069767
WT_0h,6398,3056,0.250078149421694
WT_0h,5850,2502,0.0854700854700855
WT_0h,4018,2190,0.149328023892484
WT_0h,4848,2375,0.123762376237624
WT_0h,4185,2127,0.31063321385902
WT_0h,993,721,2.11480362537764
WT_0h,3028,1877,0.363276089828269
WT_0h,3516,1945,0.341296928327645
WT_0h,3776,2150,0.185381355932203
WT_0h,5033,2499,0.29803298231671
WT_0h,603,321,0
WT_0h,4844,2142,0.165152766308836
WT_0h,5930,2848,0.101180438448567
WT_0h,4013,2292,0.174433092449539
WT_0h,4109,2104,0.0730104648332928
WT_0h,4969,2497,0.0402495471925941
WT_0h,13907,4831,0.0862874811246135
WT_0h,3377,1998,0.53301747112822
WT_0h,488,401,2.45901639344262
WT_0h,7094,3318,0.239639131660558
WT_0h,3241,1881,0.277692070348658
WT_0h,4974,2691,1.80940892641737
WT_0h,5382,2723,0.0743218134522482
WT_0h,4825,2503,0.16580310880829
WT_0h,3521,2051,0.170406134620846
WT_0h,3995,2188,0.100125156445557
WT_0h,10945,4653,1.54408405664687
WT_0h,4750,2397,0.463157894736842
WT_0h,2077,1502,0
WT_0h,2336,1466,1.32705479452055
WT_0h,3956,2108,0.0758341759352882
WT_0h,7858,3493,0.534487146856707
WT_0h,3918,2199,0.587034201123022
WT_0h,4054,2274,0.93734583127775
WT_0h,5218,2796,0.114986584898429
WT_0h,3297,1882,0.0909918107370337
WT_0h,4294,2174,0
WT_0h,3749,2016,0.133368898372899
WT_0h,5489,2884,0
WT_0h,3725,2220,0.187919463087248
WT_0h,3575,1926,0.0839160839160839
WT_0h,4925,2448,0.771573604060914
WT_0h,5010,2521,0.0199600798403194
WT_0h,3320,1998,0.150602409638554
WT_0h,5314,2752,0.207000376364321
WT_0h,4390,2318,0.341685649202733
WT_0h,4397,2197,0.0227427791676143
WT_0h,6044,2832,0.661813368630046
WT_0h,6945,3153,0.172786177105832
WT_0h,3773,2168,0.159024648820567
WT_0h,4553,2244,0.19767186470459
WT_0h,5517,2735,1.61319557730651
WT_0h,249,217,2.81124497991968
WT_0h,4014,2468,0.0747384155455904
WT_0h,5197,2771,0.115451221858765
WT_0h,794,594,0
WT_0h,3393,2030,0.206307102858827
WT_0h,5069,2715,0.059183270862103
WT_0h,5345,2563,0.318054256314312
WT_0h,4720,2328,0.148305084745763
WT_0h,6831,3257,0.0878348704435661
WT_0h,2800,1782,0.678571428571429
WT_0h,2354,1568,0.297366185216653
WT_0h,2920,1768,0.273972602739726
WT_0h,4741,2468,0.168740771989032
WT_0h,3320,1928,0.120481927710843
WT_0h,3474,2081,0.0863557858376511
WT_0h,9113,4583,0.197520026336004
WT_0h,4489,2476,0.378703497438182
WT_0h,3383,2131,0.206916937629323
WT_0h,3042,1844,0.29585798816568
WT_0h,8801,3744,0.738552437223043
WT_0h,3557,2007,0.168681473151532
WT_0h,3343,1843,0.0299132515704457
WT_0h,4163,2089,0
WT_0h,3958,2161,0.0505305709954523
WT_0h,4991,2634,0.100180324584252
WT_0h,2733,1684,0.256128796194658
WT_0h,2342,1475,0.170794192997438
WT_0h,4494,2414,0.133511348464619
WT_0h,2891,1803,0.242130750605327
WT_0h,2778,1813,0.0359971202303816
WT_0h,6910,3442,0.477568740955137
WT_0h,2570,1623,0.428015564202335
WT_0h,1755,1320,0.455840455840456
WT_0h,2748,1846,1.31004366812227
WT_0h,4943,2525,0.161845033380538
WT_0h,554,410,0.180505415162455
WT_0h,4704,2399,0.106292517006803
WT_0h,3958,2204,0.126326427488631
WT_0h,3153,1742,0.285442435775452
WT_0h,3985,2283,0.0752823086574655
WT_0h,4488,2288,0.0668449197860962
WT_0h,2195,1519,0.227790432801822
WT_0h,3612,2227,0.0830564784053156
WT_0h,4334,2507,0.738347946469774
WT_0h,3393,1944,0.353669319186561
WT_0h,856,438,0
WT_0h,4417,2232,0.158478605388273
WT_0h,3590,2129,0.167130919220056
WT_0h,3676,2256,0.136017410228509
WT_0h,4029,2308,0.0744601638123604
WT_0h,2848,1855,0.351123595505618
WT_0h,6579,2899,0.151998784009728
WT_0h,4945,2679,0.32355915065723
WT_0h,4908,2530,0.101874490627547
WT_0h,6910,3425,0.376266280752533
WT_0h,2899,1900,0.275957226629872
WT_0h,3510,2042,0.0284900284900285
WT_0h,3227,1904,0.278896808180973
WT_0h,2377,1599,0.336558687421119
WT_0h,3894,2120,0.205444273240883
WT_0h,5439,2831,1.13991542562971
WT_0h,4388,2414,0.296262534184139
WT_0h,3323,2000,0.270839602768583
WT_0h,6620,3326,0.196374622356495
WT_0h,490,439,0.612244897959184
WT_0h,3629,2053,0.24800220446404
WT_0h,5684,2724,0.650950035186488
WT_0h,4194,2312,0.238435860753457
WT_0h,4090,2261,0.19559902200489
WT_0h,5959,2783,0.520221513676791
WT_0h,1981,1369,0.403836446239273
WT_0h,6498,3278,0.984918436441982
WT_0h,4411,2478,0.748129675810474
WT_0h,5109,2590,0.117439812096301
WT_0h,3223,1961,0.124107973937325
WT_0h,4352,2199,0.275735294117647
WT_0h,3504,2035,0.485159817351598
WT_0h,3076,1743,0.0325097529258778
WT_0h,4715,2493,0.509013785790032
WT_0h,5768,2694,0.242718446601942
WT_0h,8162,3657,0.0857632933104631
WT_0h,5208,2628,0.672043010752688
WT_0h,4150,2165,0.120481927710843
WT_0h,5419,2611,0.0922679461155195
WT_0h,6080,2828,0.0822368421052631
WT_0h,4001,2122,0.124968757810547
WT_0h,2468,1605,0.364667747163695
WT_0h,3420,1999,0.614035087719298
WT_0h,3790,2124,0.184696569920844
WT_0h,2009,1362,0.298656047784968
WT_0h,2977,1876,0.0671817265703729
WT_0h,4708,2392,0.212404418011895
WT_0h,3519,2026,0.255754475703325
WT_0h,3118,2000,0.513149454778704
WT_0h,2949,1712,0.0678195998643608
WT_0h,3123,1947,0.384245917387128
WT_0h,4555,2566,1.27332601536773
WT_0h,3245,2013,0.924499229583975
WT_0h,7255,3993,0.441075120606478
WT_0h,4480,2431,0.46875
WT_0h,530,304,1.13207547169811
WT_0h,4830,2660,0.807453416149068
WT_0h,9898,4211,0.757728834107901
WT_0h,1796,1168,0.556792873051225
WT_0h,2820,1721,0.283687943262411
WT_0h,2652,1812,0.26395173453997
WT_0h,4123,2353,0.363812757700703
WT_0h,3099,1843,0.516295579219103
WT_0h,4793,2635,0.208637596494888
WT_0h,3188,1900,0.0313676286072773
WT_0h,2748,1705,0.0363901018922853
WT_0h,4779,2602,0.502197112366604
WT_0h,4505,2424,0.133185349611543
WT_0h,5497,2990,1.49172275786793
WT_0h,2547,1572,0.157047506870828
WT_0h,1341,962,0
WT_0h,4737,2456,0.0422208148617268
WT_0h,4345,2304,0.184119677790564
WT_0h,2577,1627,0.310438494373302
WT_0h,14014,5240,0.891965177679463
WT_0h,3337,1875,0.149835181300569
WT_0h,2296,1469,0.130662020905923
WT_0h,2439,1471,0.0410004100041
WT_0h,9846,4274,1.01564086938858
WT_0h,5682,2903,0.105596620908131
WT_0h,2485,1710,0.442655935613682
WT_0h,3124,1965,0.320102432778489
WT_0h,3508,1940,0.171037628278221
WT_0h,9777,4084,0.173877467525826
WT_0h,5064,2564,0.0987361769352291
WT_0h,8812,3897,0.658193372673627
WT_0h,3692,2202,0.704225352112676
WT_0h,1199,830,1.8348623853211
WT_0h,5163,2813,0.871586287042417
WT_0h,2530,1612,0.158102766798419
WT_0h,4143,2285,0.0965483948829351
WT_0h,3868,2065,0.0517063081695967
WT_0h,8269,3682,0.217680493409118
WT_0h,5001,2641,0.25994801039792
WT_0h,3886,2178,0.257334019557385
WT_0h,3280,1838,0.48780487804878
WT_0h,4873,2678,0.184691155345783
WT_0h,3303,2056,0.211928549803209
WT_0h,2242,1475,0.847457627118644
WT_0h,2032,1381,0.344488188976378
WT_0h,4879,2775,0.614880098380816
WT_0h,1766,1210,0.339750849377123
WT_0h,2032,1473,0.393700787401575
WT_0h,2187,1444,0.137174211248285
WT_0h,3545,2000,0.394922425952045
WT_0h,2183,1497,0.137425561154375
WT_0h,1865,1231,0.107238605898123
WT_0h,2530,1678,0.158102766798419
WT_0h,8990,3994,0.467185761957731
WT_0h,5923,2861,0.151950025325004
WT_0h,3568,2116,0.0840807174887892
WT_0h,4515,2475,0.044296788482835
WT_0h,4993,2648,0.861205687963148
WT_0h,7088,3916,0.451467268623025
WT_0h,1081,793,0.462534690101758
WT_0h,3625,2154,0.358620689655172
WT_0h,6215,3018,0.257441673370877
WT_0h,3656,2034,0.191466083150985
WT_0h,2790,1643,0.25089605734767
WT_0h,4891,2666,0.163565732978941
WT_0h,3032,1778,0.16490765171504
WT_0h,7902,3621,1.80966843837003
WT_0h,3818,2089,0.497642744892614
WT_0h,4252,2159,0.0940733772342427
WT_0h,5178,2705,0.0772499034376207
WT_0h,4514,2377,0.132919805050953
WT_0h,2958,1668,0.371872887085869
WT_0h,2006,1363,0.199401794616152
WT_0h,4006,2107,0.124812780828757
WT_0h,4280,2267,0.677570093457944
WT_0h,9233,4008,0.45489006823351
WT_0h,5612,2565,0.196008553100499
WT_0h,6016,2995,0.315824468085106
WT_0h,5149,2513,0.213633715284521
WT_0h,6510,3063,0.230414746543779
WT_0h,4266,2339,0.304735114861697
WT_0h,4308,2171,0.255338904363974
WT_0h,3561,2161,0.39314799213704
WT_0h,4896,2334,0.347222222222222
WT_0h,4102,2193,0.121891760117016
WT_0h,5150,2340,0.194174757281553
WT_0h,963,736,0.311526479750779
WT_0h,689,324,0.290275761973875
WT_0h,2921,1788,0.445053064019171
WT_0h,4356,2190,0.160697887970615
WT_0h,3732,2028,0.643086816720257
WT_0h,4336,2123,0.0230627306273063
WT_0h,5324,2463,0.169045830202855
WT_0h,3706,1959,0.0269832703723691
WT_0h,3478,1958,0
WT_0h,2998,1908,0.066711140760507
WT_0h,28837,7119,2.24017754967576
WT_0h,3166,1844,0.284270372710044
WT_0h,5484,2745,0.528811086797958
WT_0h,3868,2115,0.542916235780765
WT_0h,11620,4618,0.438898450946644
WT_0h,2406,1496,0.332502078137988
WT_0h,5363,2615,0.0559388402013798
WT_0h,4933,2522,0.445976079464829
WT_0h,2871,1842,0.17415534656914
WT_0h,5446,2730,0.330517811237606
WT_0h,3031,1951,0.263939293962389
WT_0h,5870,2868,0.0851788756388416
WT_0h,3920,2266,0.280612244897959
WT_0h,4760,2427,0.0630252100840336
WT_0h,2363,1480,0.169276343630978
WT_0h,4520,2379,0.110619469026549
WT_0h,5076,2844,0.216706067769898
WT_0h,3426,1992,0.379451255107998
WT_0h,10681,4489,0.664731766688512
WT_0h,5248,2461,0.0952743902439024
WT_0h,4256,2156,0.140977443609023
WT_0h,3435,2007,0.524017467248908
WT_0h,4292,2230,0.0931966449207828
WT_0h,395,217,0.253164556962025
WT_0h,10280,4536,1.32295719844358
WT_0h,3049,1827,0.262381108560184
WT_0h,4025,2164,0.298136645962733
WT_0h,3846,2177,0.078003120124805
WT_0h,4683,2511,0.298953662182362
WT_0h,29733,7277,0.602024686375408
WT_0h,4149,2357,0.216919739696312
WT_0h,6374,3010,0.141198619391277
WT_0h,5580,2455,0.03584229390681
WT_0h,5792,2650,0.345303867403315
WT_0h,3338,1826,0.449370880766926
WT_0h,9310,3742,0.236305048335124
WT_0h,5311,2786,0.112973074750518
WT_0h,3695,1918,0.216508795669824
WT_0h,1540,988,1.16883116883117
WT_0h,5663,2657,0.300194243333922
WT_0h,6280,3244,0.0955414012738854
WT_0h,4355,2336,0.413318025258324
WT_0h,4579,2317,0.52413190652981
WT_0h,12757,4629,0.219487340283766
WT_0h,8956,3698,0.0446627958910228
WT_0h,5932,2853,0.0842886041807148
WT_0h,4441,2107,0.180139608196352
WT_0h,7595,3391,0.118499012508229
WT_0h,9794,3944,0.796405962834388
WT_0h,3485,2222,0.573888091822095
WT_0h,3961,2067,0.0504922999242616
WT_0h,5948,2938,0.554808338937458
WT_0h,3403,1974,0.11754334410814
WT_0h,5327,2880,0.431762718227896
WT_0h,4269,2227,0.257671585851487
WT_0h,3665,2255,0.818553888130969
WT_0h,9951,4001,0.311526479750779
WT_0h,4334,2374,0.0461467466543609
WT_0h,1333,978,2.47561890472618
WT_0h,981,707,0.305810397553517
WT_0h,3265,1834,0.0612557427258806
WT_0h,3141,2008,0.445717924227953
WT_0h,3675,2019,0.136054421768707
WT_0h,4443,2314,0.112536574386676
WT_0h,4875,2483,0.123076923076923
WT_0h,4809,2643,0.291120815138282
WT_0h,4534,2381,0.0882223202470225
WT_0h,4534,2478,0.110277900308778
WT_0h,2913,1806,0.274630964641263
WT_0h,4539,2468,0.220312844238819
WT_0h,3006,1810,0.698602794411178
WT_0h,12020,4121,0.149750415973378
WT_0h,4742,2415,0.316322226908477
WT_0h,2371,1455,0.168705187684521
WT_0h,16558,5400,0.537504529532552
WT_0h,5191,2396,0.134848776728954
WT_0h,1606,1143,0.87173100871731
